"id","product_id","size_name","color","quantity","sku","is_active","created_at","updated_at"
12297,24050,S,Blue,20,SKU-24050-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12298,13967,S,Red,20,SKU-13967-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12299,4256,S,Grey Melange,20,SKU-4256-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12300,50194,S,Black,20,SKU-50194-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12301,58372,S,Beige,20,SKU-58372-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12302,4361,S,Blue,20,SKU-4361-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12303,4319,S,Blue,20,SKU-4319-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12304,34041,S,Red,20,SKU-34041-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12305,33249,S,White,20,SKU-33249-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12306,12180,S,White,20,SKU-12180-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12307,7053,S,Blue,20,SKU-7053-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12308,12003,S,Grey,20,SKU-12003-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12309,9256,S,Blue,20,SKU-9256-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12310,11672,S,Yellow,20,SKU-11672-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12311,15370,S,Pink,20,SKU-15370-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12312,23145,S,Off White,20,SKU-23145-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12313,19324,S,Maroon,20,SKU-19324-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12314,11402,S,Black,20,SKU-11402-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12315,16442,S,Black,20,SKU-16442-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12316,23119,S,Grey,20,SKU-23119-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12317,16233,S,Grey,20,SKU-16233-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12318,9946,S,Black,20,SKU-9946-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12319,20218,S,Charcoal,20,SKU-20218-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12320,14993,S,Grey,20,SKU-14993-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12321,23068,S,Blue,20,SKU-23068-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12322,18627,S,Red,20,SKU-18627-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12323,20303,S,Purple,20,SKU-20303-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12324,12917,S,White,20,SKU-12917-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12325,59130,S,Black,20,SKU-59130-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12326,7686,S,Red,20,SKU-7686-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12327,6478,S,Grey,20,SKU-6478-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12328,36208,S,Black,20,SKU-36208-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12329,17629,S,Blue,20,SKU-17629-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12330,8478,S,Blue,20,SKU-8478-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12331,19012,S,Pink,20,SKU-19012-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12332,31161,S,Navy Blue,20,SKU-31161-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12333,31742,S,Black,20,SKU-31742-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12334,27846,S,Charcoal,20,SKU-27846-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12335,31732,S,Brown,20,SKU-31732-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12336,27845,S,Black,20,SKU-27845-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12337,31729,S,Blue,20,SKU-31729-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12338,31743,S,Olive,20,SKU-31743-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12339,28492,S,Blue,20,SKU-28492-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12340,16906,S,Maroon,20,SKU-16906-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12341,7556,S,Blue,20,SKU-7556-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12342,48242,S,Grey Melange,20,SKU-48242-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12343,8273,S,Yellow,20,SKU-8273-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12344,16355,S,Purple,20,SKU-16355-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12345,40036,S,Navy Blue,20,SKU-40036-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12346,15975,S,Black,20,SKU-15975-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12347,13403,S,Red,20,SKU-13403-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12348,6185,S,Grey,20,SKU-6185-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12349,36590,S,Red,20,SKU-36590-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12350,7744,S,Navy Blue,20,SKU-7744-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12351,7925,S,Navy Blue,20,SKU-7925-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12352,9657,S,Red,20,SKU-9657-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12353,6255,S,White,20,SKU-6255-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12354,36303,S,Black,20,SKU-36303-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12355,10015,S,White,20,SKU-10015-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12356,8612,S,Navy Blue,20,SKU-8612-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12357,28554,S,Black,20,SKU-28554-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12358,2149,S,White,20,SKU-2149-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12359,27887,S,White,20,SKU-27887-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12360,47280,S,Black,20,SKU-47280-S,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12361,24050,M,Blue,20,SKU-24050-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12362,13967,M,Red,20,SKU-13967-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12363,4256,M,Grey Melange,20,SKU-4256-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12364,50194,M,Black,20,SKU-50194-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12365,58372,M,Beige,20,SKU-58372-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12366,4361,M,Blue,20,SKU-4361-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12367,4319,M,Blue,20,SKU-4319-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12368,34041,M,Red,20,SKU-34041-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12369,33249,M,White,20,SKU-33249-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12370,12180,M,White,20,SKU-12180-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12371,7053,M,Blue,20,SKU-7053-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12372,12003,M,Grey,20,SKU-12003-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12373,9256,M,Blue,20,SKU-9256-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12374,11672,M,Yellow,20,SKU-11672-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12375,15370,M,Pink,20,SKU-15370-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12376,23145,M,Off White,20,SKU-23145-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12377,19324,M,Maroon,20,SKU-19324-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12378,11402,M,Black,20,SKU-11402-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12379,16442,M,Black,20,SKU-16442-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12380,23119,M,Grey,20,SKU-23119-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12381,16233,M,Grey,20,SKU-16233-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12382,9946,M,Black,20,SKU-9946-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12383,20218,M,Charcoal,20,SKU-20218-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12384,14993,M,Grey,20,SKU-14993-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12385,23068,M,Blue,20,SKU-23068-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12386,18627,M,Red,20,SKU-18627-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12387,20303,M,Purple,20,SKU-20303-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12388,12917,M,White,20,SKU-12917-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12389,59130,M,Black,20,SKU-59130-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12390,7686,M,Red,20,SKU-7686-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12391,6478,M,Grey,20,SKU-6478-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12392,36208,M,Black,20,SKU-36208-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12393,17629,M,Blue,20,SKU-17629-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12394,8478,M,Blue,20,SKU-8478-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12395,19012,M,Pink,20,SKU-19012-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12396,31161,M,Navy Blue,20,SKU-31161-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12397,31742,M,Black,20,SKU-31742-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
12398,27846,M,Charcoal,20,SKU-27846-M,1,"2026-02-23 16:37:43","2026-02-23 16:37:43"
